"country","date","dny","jaro_leto_podzim_zima","population_density","population","tests_performed","confirmed_per_day","gdp_per_person","gini","mortaliy_under5","median_age_2018","Christianity","Islam","Hinduism","Judaism","rozdil_doziti","prumer_temp","pocet_hodin","max_vitr"
Belgium,"2020-08-17",pracovni_den,"2",377.2149273,11433256,17998.0,363,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,22.6667,18,"22 km/h"
Belgium,"2020-08-18",pracovni_den,"2",377.2149273,11433256,27111.0,582,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,22.6667,18,"18 km/h"
Belgium,"2020-08-19",pracovni_den,"2",377.2149273,11433256,23088.0,699,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,23.5000,12,"23 km/h"
Belgium,"2020-08-20",pracovni_den,"2",377.2149273,11433256,23852.0,716,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,21.5000,12,"29 km/h"
Belgium,"2020-08-21",pracovni_den,"2",377.2149273,11433256,20813.0,574,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,23.0000,6,"31 km/h"
Belgium,"2020-08-22",vikend,"2",377.2149273,11433256,15631.0,468,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,21.0000,18,"34 km/h"
Belgium,"2020-08-23",vikend,"2",377.2149273,11433256,8529.0,156,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,19.2500,24,"34 km/h"
Belgium,"2020-08-25",pracovni_den,"2",377.2149273,11433256,27040.0,583,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,15.0000,6,"35 km/h"
Belgium,"2020-08-26",pracovni_den,"2",377.2149273,11433256,24596.0,470,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,17.0000,12,"59 km/h"
Belgium,"2020-08-28",pracovni_den,"2",377.2149273,11433256,25114.0,647,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,17.6000,30,"36 km/h"
Belgium,"2020-08-29",vikend,"2",377.2149273,11433256,19052.0,443,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,17.5000,12,"19 km/h"
Belgium,"2020-08-30",vikend,"2",377.2149273,11433256,10600.0,194,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,17.6667,18,"39 km/h"
Belgium,"2020-09-03",pracovni_den,"2",377.2149273,11433256,24017.0,630,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,14.5000,12,"33 km/h"
Belgium,"2020-09-04",pracovni_den,"2",377.2149273,11433256,26583.0,651,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,18.0000,6,"23 km/h"
Belgium,"2020-09-05",vikend,"2",377.2149273,11433256,19740.0,542,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,16.2000,30,"22 km/h"
Belgium,"2020-09-09",pracovni_den,"2",377.2149273,11433256,35047.0,877,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,23.0000,6,"22 km/h"
Belgium,"2020-09-16",pracovni_den,"2",377.2149273,11433256,46674.0,2028,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,24.0000,6,"30 km/h"
Belgium,"2020-09-19",vikend,"2",377.2149273,11433256,26392.0,1547,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,25.0000,6,"22 km/h"
Belgium,"2020-09-20",vikend,"2",377.2149273,11433256,21874.0,1097,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,17.0000,12,"18 km/h"
Belgium,"2020-09-23",pracovni_den,"2",377.2149273,11433256,44434.0,1881,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,20.0000,18,"34 km/h"
Belgium,"2020-09-24",pracovni_den,"2",377.2149273,11433256,40555.0,2208,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,11.5000,12,"35 km/h"
Belgium,"2020-09-25",pracovni_den,"2",377.2149273,11433256,37845.0,1827,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,10.8000,30,"46 km/h"
Belgium,"2020-09-26",vikend,"2",377.2149273,11433256,33438.0,1376,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,12.6000,30,"58 km/h"
Belgium,"2020-09-27",vikend,"2",377.2149273,11433256,20395.0,1174,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,15.0000,30,"53 km/h"
Belgium,"2020-09-28",pracovni_den,"2",377.2149273,11433256,28556.0,1762,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,11.8000,30,"28 km/h"
Belgium,"2020-09-29",pracovni_den,"2",377.2149273,11433256,48302.0,1337,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,14.7500,24,"21 km/h"
Belgium,"2020-10-01",pracovni_den,"3",377.2149273,11433256,41752.0,3175,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,13.6000,30,"34 km/h"
Belgium,"2020-10-02",pracovni_den,"3",377.2149273,11433256,41777.0,3389,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,13.0000,24,"39 km/h"
Belgium,"2020-10-03",vikend,"3",377.2149273,11433256,34240.0,2612,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,12.2000,30,"23 km/h"
Belgium,"2020-10-04",vikend,"3",377.2149273,11433256,17961.0,1968,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,11.5000,24,"55 km/h"
Belgium,"2020-10-05",pracovni_den,"3",377.2149273,11433256,27390.0,2088,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,12.0000,30,"42 km/h"
Belgium,"2020-10-06",pracovni_den,"3",377.2149273,11433256,45881.0,3577,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,12.8000,30,"47 km/h"
Belgium,"2020-10-07",pracovni_den,"3",377.2149273,11433256,54459.0,5728,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,12.6000,30,"33 km/h"
Belgium,"2020-10-08",pracovni_den,"3",377.2149273,11433256,50165.0,5385,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,14.7500,24,"52 km/h"
Belgium,"2020-10-09",pracovni_den,"3",377.2149273,11433256,53750.0,7950,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,13.0000,18,"8 km/h"
Belgium,"2020-10-11",vikend,"3",377.2149273,11433256,30373.0,3622,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,11.0000,30,"27 km/h"
Belgium,"2020-10-12",pracovni_den,"3",377.2149273,11433256,44534.0,7360,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,10.8000,30,"17 km/h"
Belgium,"2020-10-13",pracovni_den,"3",377.2149273,11433256,59532.0,8271,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,10.3333,18,"27 km/h"
Belgium,"2020-10-14",pracovni_den,"3",377.2149273,11433256,72975.0,10448,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,11.0000,6,"27 km/h"
Belgium,"2020-10-18",vikend,"3",377.2149273,11433256,44687.0,8227,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,11.0000,18,"8 km/h"
Belgium,"2020-10-20",pracovni_den,"3",377.2149273,11433256,78329.0,13227,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,13.6667,18,"41 km/h"
Belgium,"2020-10-21",pracovni_den,"3",377.2149273,11433256,80813.0,16746,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,16.2500,24,"72 km/h"
Belgium,"2020-10-22",pracovni_den,"3",377.2149273,11433256,79967.0,17568,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,15.5000,12,"23 km/h"
Belgium,"2020-10-23",pracovni_den,"3",377.2149273,11433256,69151.0,17709,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,15.0000,18,"26 km/h"
Belgium,"2020-10-24",vikend,"3",377.2149273,11433256,63600.0,15622,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,13.3333,18,"48 km/h"
Belgium,"2020-10-25",vikend,"3",377.2149273,11433256,39465.0,12687,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,12.6000,30,"51 km/h"
Belgium,"2020-10-26",pracovni_den,"3",377.2149273,11433256,50153.0,13571,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,11.3333,18,"42 km/h"
Belgium,"2020-10-27",pracovni_den,"3",377.2149273,11433256,71445.0,21048,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,10.0000,18,"41 km/h"
Belgium,"2020-10-28",pracovni_den,"3",377.2149273,11433256,78088.0,23921,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,11.0000,30,"46 km/h"
Belgium,"2020-10-29",pracovni_den,"3",377.2149273,11433256,71913.0,20056,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,10.0000,30,"41 km/h"
Belgium,"2020-11-01",vikend,"3",377.2149273,11433256,24160.0,6337,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,14.0000,30,"57 km/h"
Belgium,"2020-11-02",pracovni_den,"3",377.2149273,11433256,28926.0,5186,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,15.7500,24,"61 km/h"
Belgium,"2020-11-03",pracovni_den,"3",377.2149273,11433256,54837.0,15672,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,9.0000,12,"35 km/h"
Belgium,"2020-11-10",pracovni_den,"3",377.2149273,11433256,38884.0,7916,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,14.5000,12,"7 km/h"
Belgium,"2020-11-12",pracovni_den,"3",377.2149273,11433256,27868.0,4619,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,11.3333,18,"40 km/h"
Belgium,"2020-11-13",pracovni_den,"3",377.2149273,11433256,37552.0,6268,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,11.0000,12,"36 km/h"
Belgium,"2020-11-15",vikend,"3",377.2149273,11433256,13645.0,1932,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,13.6667,18,"59 km/h"
Belgium,"2020-11-16",pracovni_den,"3",377.2149273,11433256,21268.0,2734,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,10.0000,18,"43 km/h"
Belgium,"2020-11-19",pracovni_den,"3",377.2149273,11433256,34797.0,3416,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,9.7500,24,"49 km/h"
Belgium,"2020-03-07",vikend,"0",377.2149273,11433256,475.0,31,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-03-16",pracovni_den,"0",377.2149273,11433256,1892.0,185,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-03-17",pracovni_den,"0",377.2149273,11433256,2255.0,243,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-03-18",pracovni_den,"0",377.2149273,11433256,2714.0,309,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-03-19",pracovni_den,"0",377.2149273,11433256,3395.0,462,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-03-20",pracovni_den,"0",377.2149273,11433256,3120.0,558,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-03-22",vikend,"0",377.2149273,11433256,1414.0,342,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-03-23",pracovni_den,"0",377.2149273,11433256,3322.0,526,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-03-24",pracovni_den,"0",377.2149273,11433256,3975.0,668,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-03-25",pracovni_den,"0",377.2149273,11433256,4282.0,1298,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-03-26",pracovni_den,"0",377.2149273,11433256,4363.0,1049,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-03-27",pracovni_den,"0",377.2149273,11433256,4930.0,1850,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-03-28",vikend,"0",377.2149273,11433256,3850.0,1702,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-03-30",pracovni_den,"0",377.2149273,11433256,4101.0,876,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-01",pracovni_den,"1",377.2149273,11433256,5891.0,1384,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-03",pracovni_den,"1",377.2149273,11433256,6718.0,1661,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-04",vikend,"1",377.2149273,11433256,5368.0,1260,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-05",vikend,"1",377.2149273,11433256,3828.0,1123,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-07",pracovni_den,"1",377.2149273,11433256,7509.0,1209,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-08",pracovni_den,"1",377.2149273,11433256,7972.0,1580,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-09",pracovni_den,"1",377.2149273,11433256,8224.0,1684,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-10",pracovni_den,"1",377.2149273,11433256,8537.0,1351,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-11",vikend,"1",377.2149273,11433256,8148.0,1629,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-13",pracovni_den,"1",377.2149273,11433256,6698.0,530,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-14",pracovni_den,"1",377.2149273,11433256,8163.0,2454,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-15",pracovni_den,"1",377.2149273,11433256,10984.0,1236,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-20",pracovni_den,"1",377.2149273,11433256,11916.0,973,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-21",pracovni_den,"1",377.2149273,11433256,10878.0,933,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-22",pracovni_den,"1",377.2149273,11433256,15588.0,908,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-23",pracovni_den,"1",377.2149273,11433256,17379.0,1496,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-24",pracovni_den,"1",377.2149273,11433256,19068.0,1032,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-25",vikend,"1",377.2149273,11433256,17193.0,809,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-04-26",vikend,"1",377.2149273,11433256,13879.0,553,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-05",pracovni_den,"1",377.2149273,11433256,21521.0,272,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-06",pracovni_den,"1",377.2149273,11433256,20762.0,639,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-07",pracovni_den,"1",377.2149273,11433256,22031.0,591,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-08",pracovni_den,"1",377.2149273,11433256,25882.0,585,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-09",vikend,"1",377.2149273,11433256,21012.0,485,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-11",pracovni_den,"1",377.2149273,11433256,11055.0,330,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-12",pracovni_den,"1",377.2149273,11433256,20515.0,202,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-14",pracovni_den,"1",377.2149273,11433256,20263.0,356,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-15",pracovni_den,"1",377.2149273,11433256,20884.0,345,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-16",vikend,"1",377.2149273,11433256,14425.0,291,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-17",vikend,"1",377.2149273,11433256,10103.0,279,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-18",pracovni_den,"1",377.2149273,11433256,10710.0,232,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-19",pracovni_den,"1",377.2149273,11433256,16701.0,192,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-20",pracovni_den,"1",377.2149273,11433256,18759.0,252,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-21",pracovni_den,"1",377.2149273,11433256,9878.0,276,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-25",pracovni_den,"1",377.2149273,11433256,9982.0,113,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-26",pracovni_den,"1",377.2149273,11433256,16225.0,137,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-27",pracovni_den,"1",377.2149273,11433256,17772.0,257,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-28",pracovni_den,"1",377.2149273,11433256,13090.0,212,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-29",pracovni_den,"1",377.2149273,11433256,13616.0,125,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-05-30",vikend,"1",377.2149273,11433256,9729.0,195,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-06-01",pracovni_den,"1",377.2149273,11433256,5438.0,98,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-06-02",pracovni_den,"1",377.2149273,11433256,10656.0,70,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-06-03",pracovni_den,"1",377.2149273,11433256,14800.0,82,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-06-13",vikend,"1",377.2149273,11433256,12521.0,111,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-06-14",vikend,"1",377.2149273,11433256,6245.0,71,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-06-20",vikend,"1",377.2149273,11433256,12534.0,0,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-06-22",pracovni_den,"1",377.2149273,11433256,11129.0,260,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-06-23",pracovni_den,"1",377.2149273,11433256,17383.0,88,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-06-24",pracovni_den,"1",377.2149273,11433256,18466.0,109,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-06-25",pracovni_den,"1",377.2149273,11433256,15202.0,99,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-07-12",vikend,"1",377.2149273,11433256,5622.0,0,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-07-13",pracovni_den,"1",377.2149273,11433256,10241.0,74,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-07-19",vikend,"1",377.2149273,11433256,6279.0,388,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-07-20",pracovni_den,"1",377.2149273,11433256,11901.0,164,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-07-21",pracovni_den,"1",377.2149273,11433256,11987.0,369,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-07-22",pracovni_den,"1",377.2149273,11433256,13283.0,220,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-07-23",pracovni_den,"1",377.2149273,11433256,18285.0,352,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-07-29",pracovni_den,"1",377.2149273,11433256,25480.0,671,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-07-30",pracovni_den,"1",377.2149273,11433256,26134.0,745,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-08-04",pracovni_den,"2",377.2149273,11433256,25451.0,510,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-08-05",pracovni_den,"2",377.2149273,11433256,26379.0,858,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-08-06",pracovni_den,"2",377.2149273,11433256,23195.0,768,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-08-07",pracovni_den,"2",377.2149273,11433256,22826.0,617,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-08-08",vikend,"2",377.2149273,11433256,16668.0,751,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-08-12",pracovni_den,"2",377.2149273,11433256,22073.0,544,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-08-24",pracovni_den,"2",377.2149273,11433256,17609.0,355,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-08-27",pracovni_den,"2",377.2149273,11433256,21308.0,452,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-09-01",pracovni_den,"2",377.2149273,11433256,28223.0,424,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-09-02",pracovni_den,"2",377.2149273,11433256,30069.0,633,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-09-06",vikend,"2",377.2149273,11433256,10963.0,402,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-09-07",pracovni_den,"2",377.2149273,11433256,23129.0,372,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-09-08",pracovni_den,"2",377.2149273,11433256,35123.0,550,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-09-10",pracovni_den,"2",377.2149273,11433256,36232.0,969,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-09-11",pracovni_den,"2",377.2149273,11433256,38042.0,941,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-09-12",vikend,"2",377.2149273,11433256,27126.0,977,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-09-13",vikend,"2",377.2149273,11433256,19155.0,851,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-09-14",pracovni_den,"2",377.2149273,11433256,29307.0,489,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-09-15",pracovni_den,"2",377.2149273,11433256,42303.0,1153,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-09-17",pracovni_den,"2",377.2149273,11433256,43222.0,1673,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-09-18",pracovni_den,"2",377.2149273,11433256,41428.0,1099,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-09-21",pracovni_den,"2",377.2149273,11433256,34932.0,1834,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-09-22",pracovni_den,"2",377.2149273,11433256,45049.0,1661,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-10-10",vikend,"3",377.2149273,11433256,47595.0,5327,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
Belgium,"2020-10-15",pracovni_den,"3",377.2149273,11433256,66244.0,10192,47076.47,27.2,3.5,41.6,60.51,7.44,0.09,0.28,14.007999999999996,,,
