"country","date","dny","jaro_leto_podzim_zima","population_density","population","tests_performed","confirmed_per_day","gdp_per_person","gini","mortaliy_under5","median_age_2018","Christianity","Islam","Hinduism","Judaism","rozdil_doziti","prumer_temp","pocet_hodin","max_vitr"
Mauritania,"2020-05-04",pracovni_den,"1",4.272163578,4403319,11.0,0,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-05-05",pracovni_den,"1",4.272163578,4403319,83.0,0,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-05-10",vikend,"1",4.272163578,4403319,55.0,0,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-05-11",pracovni_den,"1",4.272163578,4403319,6.0,1,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-05-12",pracovni_den,"1",4.272163578,4403319,12.0,6,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-05-13",pracovni_den,"1",4.272163578,4403319,5.0,5,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-05-16",vikend,"1",4.272163578,4403319,72.0,22,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-05-17",vikend,"1",4.272163578,4403319,294.0,19,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-05-18",pracovni_den,"1",4.272163578,4403319,145.0,50,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-05-19",pracovni_den,"1",4.272163578,4403319,170.0,10,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-05-24",vikend,"1",4.272163578,4403319,163.0,25,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-05-25",pracovni_den,"1",4.272163578,4403319,618.0,6,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-05-28",pracovni_den,"1",4.272163578,4403319,287.0,77,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-05-29",pracovni_den,"1",4.272163578,4403319,1032.0,60,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-06-10",pracovni_den,"1",4.272163578,4403319,498.0,156,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-06-11",pracovni_den,"1",4.272163578,4403319,991.0,133,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-06-15",pracovni_den,"1",4.272163578,4403319,631.0,170,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-06-16",pracovni_den,"1",4.272163578,4403319,1068.0,166,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-07-04",vikend,"1",4.272163578,4403319,748.0,52,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-07-05",vikend,"1",4.272163578,4403319,363.0,69,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-07-08",pracovni_den,"1",4.272163578,4403319,850.0,39,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-07-09",pracovni_den,"1",4.272163578,4403319,682.0,77,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-07-13",pracovni_den,"1",4.272163578,4403319,766.0,72,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-07-20",pracovni_den,"1",4.272163578,4403319,742.0,62,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-07-23",pracovni_den,"1",4.272163578,4403319,438.0,49,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-07-26",vikend,"1",4.272163578,4403319,394.0,37,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-08-03",pracovni_den,"2",4.272163578,4403319,380.0,36,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-08-06",pracovni_den,"2",4.272163578,4403319,515.0,54,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-08-07",pracovni_den,"2",4.272163578,4403319,340.0,12,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-08-08",vikend,"2",4.272163578,4403319,220.0,13,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-08-09",vikend,"2",4.272163578,4403319,154.0,32,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-08-10",pracovni_den,"2",4.272163578,4403319,217.0,43,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-08-11",pracovni_den,"2",4.272163578,4403319,371.0,24,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-08-12",pracovni_den,"2",4.272163578,4403319,543.0,31,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-08-13",pracovni_den,"2",4.272163578,4403319,332.0,23,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-08-14",pracovni_den,"2",4.272163578,4403319,417.0,17,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-08-15",vikend,"2",4.272163578,4403319,130.0,8,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-08-16",vikend,"2",4.272163578,4403319,124.0,61,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-08-17",pracovni_den,"2",4.272163578,4403319,406.0,27,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-08-18",pracovni_den,"2",4.272163578,4403319,380.0,40,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-08-19",pracovni_den,"2",4.272163578,4403319,412.0,19,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-09-13",vikend,"2",4.272163578,4403319,146.0,19,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-09-14",pracovni_den,"2",4.272163578,4403319,227.0,24,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-09-15",pracovni_den,"2",4.272163578,4403319,301.0,13,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-09-19",vikend,"2",4.272163578,4403319,405.0,3,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-09-20",vikend,"2",4.272163578,4403319,267.0,16,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-10-01",pracovni_den,"3",4.272163578,4403319,311.0,6,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-10-05",pracovni_den,"3",4.272163578,4403319,288.0,6,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-10-11",vikend,"3",4.272163578,4403319,91.0,4,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-11-01",vikend,"3",4.272163578,4403319,81.0,0,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mauritania,"2020-11-02",pracovni_den,"3",4.272163578,4403319,677.0,20,1703.86,,75.3,21.0,0.23,99.31,,,25.54500000000001,,,
Mexico,"2020-01-22",pracovni_den,"0",64.91462641,126190788,293.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-01-23",pracovni_den,"0",64.91462641,126190788,267.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-01-24",pracovni_den,"0",64.91462641,126190788,211.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-01-25",vikend,"0",64.91462641,126190788,105.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-01-26",vikend,"0",64.91462641,126190788,160.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-01-27",pracovni_den,"0",64.91462641,126190788,282.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-01-28",pracovni_den,"0",64.91462641,126190788,245.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-01-29",pracovni_den,"0",64.91462641,126190788,213.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-01-30",pracovni_den,"0",64.91462641,126190788,233.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-01",vikend,"0",64.91462641,126190788,67.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-02",vikend,"0",64.91462641,126190788,105.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-03",pracovni_den,"0",64.91462641,126190788,141.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-04",pracovni_den,"0",64.91462641,126190788,256.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-05",pracovni_den,"0",64.91462641,126190788,234.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-06",pracovni_den,"0",64.91462641,126190788,231.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-07",pracovni_den,"0",64.91462641,126190788,176.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-08",vikend,"0",64.91462641,126190788,68.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-09",vikend,"0",64.91462641,126190788,131.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-10",pracovni_den,"0",64.91462641,126190788,331.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-11",pracovni_den,"0",64.91462641,126190788,246.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-12",pracovni_den,"0",64.91462641,126190788,264.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-13",pracovni_den,"0",64.91462641,126190788,197.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-14",pracovni_den,"0",64.91462641,126190788,165.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-15",vikend,"0",64.91462641,126190788,76.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-16",vikend,"0",64.91462641,126190788,104.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-17",pracovni_den,"0",64.91462641,126190788,248.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-18",pracovni_den,"0",64.91462641,126190788,245.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-19",pracovni_den,"0",64.91462641,126190788,181.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-20",pracovni_den,"0",64.91462641,126190788,172.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-21",pracovni_den,"0",64.91462641,126190788,128.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-22",vikend,"0",64.91462641,126190788,51.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-23",vikend,"0",64.91462641,126190788,105.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-24",pracovni_den,"0",64.91462641,126190788,210.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-25",pracovni_den,"0",64.91462641,126190788,262.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-26",pracovni_den,"0",64.91462641,126190788,204.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-27",pracovni_den,"0",64.91462641,126190788,191.0,1,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-02-28",pracovni_den,"0",64.91462641,126190788,215.0,3,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-01",vikend,"0",64.91462641,126190788,142.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-02",pracovni_den,"0",64.91462641,126190788,274.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-03",pracovni_den,"0",64.91462641,126190788,277.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-04",pracovni_den,"0",64.91462641,126190788,228.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-05",pracovni_den,"0",64.91462641,126190788,219.0,1,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-06",pracovni_den,"0",64.91462641,126190788,167.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-07",vikend,"0",64.91462641,126190788,70.0,1,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-08",vikend,"0",64.91462641,126190788,108.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-09",pracovni_den,"0",64.91462641,126190788,238.0,0,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-10",pracovni_den,"0",64.91462641,126190788,249.0,1,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-11",pracovni_den,"0",64.91462641,126190788,308.0,4,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-12",pracovni_den,"0",64.91462641,126190788,370.0,14,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-13",pracovni_den,"0",64.91462641,126190788,431.0,15,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-14",vikend,"0",64.91462641,126190788,216.0,12,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-15",vikend,"0",64.91462641,126190788,240.0,29,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-16",pracovni_den,"0",64.91462641,126190788,360.0,11,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-17",pracovni_den,"0",64.91462641,126190788,717.0,25,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-18",pracovni_den,"0",64.91462641,126190788,773.0,46,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-19",pracovni_den,"0",64.91462641,126190788,841.0,39,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-20",pracovni_den,"0",64.91462641,126190788,759.0,48,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-21",vikend,"0",64.91462641,126190788,489.0,65,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-22",vikend,"0",64.91462641,126190788,410.0,51,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-23",pracovni_den,"0",64.91462641,126190788,1081.0,38,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-24",pracovni_den,"0",64.91462641,126190788,1372.0,70,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-25",pracovni_den,"0",64.91462641,126190788,1430.0,110,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-26",pracovni_den,"0",64.91462641,126190788,1372.0,132,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-27",pracovni_den,"0",64.91462641,126190788,1595.0,131,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-28",vikend,"0",64.91462641,126190788,793.0,145,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-29",vikend,"0",64.91462641,126190788,752.0,101,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-03-30",pracovni_den,"0",64.91462641,126190788,1681.0,121,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-01",pracovni_den,"1",64.91462641,126190788,1609.0,132,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-02",pracovni_den,"1",64.91462641,126190788,1712.0,178,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-03",pracovni_den,"1",64.91462641,126190788,1757.0,202,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-04",vikend,"1",64.91462641,126190788,1087.0,253,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-05",vikend,"1",64.91462641,126190788,818.0,296,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-06",pracovni_den,"1",64.91462641,126190788,2044.0,346,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-07",pracovni_den,"1",64.91462641,126190788,2022.0,396,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-08",pracovni_den,"1",64.91462641,126190788,2202.0,260,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-09",pracovni_den,"1",64.91462641,126190788,1673.0,403,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-10",pracovni_den,"1",64.91462641,126190788,1949.0,375,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-11",vikend,"1",64.91462641,126190788,1407.0,442,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-12",vikend,"1",64.91462641,126190788,1205.0,353,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-13",pracovni_den,"1",64.91462641,126190788,2844.0,385,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-14",pracovni_den,"1",64.91462641,126190788,2928.0,448,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-15",pracovni_den,"1",64.91462641,126190788,2825.0,450,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-16",pracovni_den,"1",64.91462641,126190788,2723.0,578,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-17",pracovni_den,"1",64.91462641,126190788,3061.0,622,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-18",vikend,"1",64.91462641,126190788,1646.0,764,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-19",vikend,"1",64.91462641,126190788,1510.0,511,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-20",pracovni_den,"1",64.91462641,126190788,3639.0,729,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-21",pracovni_den,"1",64.91462641,126190788,3355.0,1043,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-22",pracovni_den,"1",64.91462641,126190788,3242.0,1089,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-23",pracovni_den,"1",64.91462641,126190788,3547.0,1239,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-24",pracovni_den,"1",64.91462641,126190788,4004.0,970,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-25",vikend,"1",64.91462641,126190788,2241.0,835,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-26",vikend,"1",64.91462641,126190788,1954.0,852,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-27",pracovni_den,"1",64.91462641,126190788,4334.0,1223,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-28",pracovni_den,"1",64.91462641,126190788,4453.0,1047,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-04-29",pracovni_den,"1",64.91462641,126190788,4729.0,1425,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-01",pracovni_den,"1",64.91462641,126190788,3137.0,1349,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-02",vikend,"1",64.91462641,126190788,2831.0,1383,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-03",vikend,"1",64.91462641,126190788,2765.0,1434,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-04",pracovni_den,"1",64.91462641,126190788,5938.0,1120,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-05",pracovni_den,"1",64.91462641,126190788,5090.0,1609,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-06",pracovni_den,"1",64.91462641,126190788,5696.0,1982,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-07",pracovni_den,"1",64.91462641,126190788,5820.0,1906,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-08",pracovni_den,"1",64.91462641,126190788,6170.0,1938,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-09",vikend,"1",64.91462641,126190788,3479.0,1562,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-10",vikend,"1",64.91462641,126190788,2764.0,1305,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-11",pracovni_den,"1",64.91462641,126190788,6894.0,1997,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-12",pracovni_den,"1",64.91462641,126190788,7052.0,1862,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-13",pracovni_den,"1",64.91462641,126190788,6961.0,2409,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-14",pracovni_den,"1",64.91462641,126190788,7245.0,2437,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-15",pracovni_den,"1",64.91462641,126190788,7742.0,2112,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-16",vikend,"1",64.91462641,126190788,4225.0,2075,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-17",vikend,"1",64.91462641,126190788,2902.0,2414,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-18",pracovni_den,"1",64.91462641,126190788,8534.0,2713,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-19",pracovni_den,"1",64.91462641,126190788,7732.0,2248,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-20",pracovni_den,"1",64.91462641,126190788,8346.0,2973,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-21",pracovni_den,"1",64.91462641,126190788,8301.0,2960,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-22",pracovni_den,"1",64.91462641,126190788,8600.0,3329,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-23",vikend,"1",64.91462641,126190788,4436.0,2764,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-24",vikend,"1",64.91462641,126190788,3584.0,2485,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-25",pracovni_den,"1",64.91462641,126190788,9490.0,3455,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-26",pracovni_den,"1",64.91462641,126190788,9153.0,3463,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-27",pracovni_den,"1",64.91462641,126190788,9455.0,3377,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-28",pracovni_den,"1",64.91462641,126190788,8965.0,3227,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-29",pracovni_den,"1",64.91462641,126190788,9319.0,2885,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-05-30",vikend,"1",64.91462641,126190788,5261.0,3152,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-06-01",pracovni_den,"1",64.91462641,126190788,10523.0,3891,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-06-02",pracovni_den,"1",64.91462641,126190788,9853.0,3912,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-06-03",pracovni_den,"1",64.91462641,126190788,10352.0,4442,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-06-04",pracovni_den,"1",64.91462641,126190788,10207.0,4346,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-06-05",pracovni_den,"1",64.91462641,126190788,10662.0,3593,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-06-06",vikend,"1",64.91462641,126190788,5600.0,3484,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-06-07",vikend,"1",64.91462641,126190788,4139.0,2999,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-06-08",pracovni_den,"1",64.91462641,126190788,11791.0,4199,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-06-09",pracovni_den,"1",64.91462641,126190788,11786.0,4883,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-06-10",pracovni_den,"1",64.91462641,126190788,11768.0,4790,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-06-11",pracovni_den,"1",64.91462641,126190788,11421.0,5222,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
Mexico,"2020-06-12",pracovni_den,"1",64.91462641,126190788,11878.0,3494,10385.83,45.4,14.7,29.3,94.11,,,0.06,26.354,,,
